984566573766,989435454754,20200222 10:10:10,11,MOC,Outgoing,1005000000,Y,1,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,0,114,CDR,1
989435454754,984566573766,20200222 05:43:13,6,MTC,Incoming,394000000,Y,6,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,115,111,CDR,2
984582327434,984482342333,20200222 15:58:24,7,MOC,Outgoing,905400000,Y,7,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,227,115,CDR,3
984482342333,984582327434,20200222 23:20:58,8,MTC,Incoming,495040000,Y,8,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,343,115,CDR,4
984343483434,984566573766,20200222 07:03:30,9,MOC,Outgoing,232000000,Y,9,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,459,111,CDR,5
980343848454,984566573766,20200222 01:18:04,10,MTC,Incoming,291300000,Y,10,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,571,115,CDR,6
984566573766,989435454754,20200223 10:10:10,12,MOC,Outgoing,1005000000,Y,1,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,687,114,CDR,7
989435454754,984566573766,20200223 05:43:13,6,MTC,Incoming,394000000,Y,6,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,802,111,CDR,8
984582327434,984482342333,20200223 15:58:24,7,MOC,Outgoing,905400000,Y,7,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,914,115,CDR,9
984482342333,984582327434,20200223 23:20:58,8,MTC,Incoming,495040000,Y,8,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,1030,115,CDR,10
984343483434,980343848454,20200223 07:03:30,9,MOC,Outgoing,232000000,Y,9,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,1146,111,CDR,11
980343848454,984343483434,20200223 01:18:04,10,MTC,Incoming,291300000,Y,10,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,1258,115,CDR,12
984566573766,989435454754,20200224 10:10:10,10,MOC,Outgoing,1005000000,Y,1,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,1374,114,CDR,13
989435454754,984566573766,20200224 05:43:13,6,MTC,Incoming,394000000,Y,6,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,1489,111,CDR,14
984582327434,984482342333,20200224 15:58:24,7,MOC,Outgoing,905400000,Y,7,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,1601,115,CDR,15
984482342333,984582327434,20200224 23:20:58,8,MTC,Incoming,495040000,Y,8,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,1717,115,CDR,16
984343483434,980343848454,20200224 07:03:30,9,MOC,Outgoing,232000000,Y,9,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,1833,111,CDR,17
980343848454,984343483434,20200224 01:18:04,10,MTC,Incoming,291300000,Y,10,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,1945,115,CDR,18
984566573766,989435454754,20200322 10:10:10,13,MOC,Outgoing,1005000000,Y,1,Switch 1,Switch 2,Extra_1,Extra2,Extra3,Extra4,Extra5,2001,15,8,4006,Sample1.dat,11563,0,101,14,2061,114,CDR,19
