Data,Data,9986113277,9986113277,2020-11-01 20:00:00,1200,600,Offset Sign1,1200,Prepaid,177456000000000,Malaysia,MTS,APN1
Data,Data,9986173287,9845300381,2020-11-01 20:02:00,600,300,Offset Sign2,600,Postpaid,167456000000000,Singapore,Airtel,APN2
Data,Data,9986113288,7734140377,2020-11-01 20:03:00,240,120,Offset Sign3,240,Prepaid,177456000000000,Singapore,DOCOMO,APN3
Data,Data,9986113286,9847300381,2020-11-01 20:04:00,120,60,Offset Sign4,120,Postpaid,177456000000000,Iran,DOCOMO,APN4
Data,Data,9986113277,9986113277,2020-11-01 19:00:00,1200,600,Offset Sign5,1200,Prepaid,177456000000000,Malaysia,MTS,APN5
Data,Data,9986173287,9845300381,2020-11-01 19:02:00,600,300,Offset Sign6,600,Postpaid,167456000000000,Singapore,Airtel,APN6
Data,Data,9986113288,7734140377,2020-11-01 19:03:00,240,120,Offset Sign7,240,Prepaid,177456000000000,Singapore,DOCOMO,APN7
Data,Data,9986113286,9847300381,2020-11-01 19:04:00,120,60,Offset Sign8,120,Postpaid,177456000000000,Iran,DOCOMO,APN8
Data,Data,9986113277,9986113277,2020-11-01 20:00:00,1200,600,Offset Sign9,1200,Prepaid,177456000000000,Malaysia,MTS,APN9
Data,Data,9986173287,9845300381,2020-11-01 20:02:00,600,300,Offset Sign10,600,Postpaid,167456000000000,Singapore,Airtel,APN10
Data,Data,9986113288,7734140377,2020-11-01 20:03:00,240,120,Offset Sign1,240,Prepaid,177456000000000,Singapore,DOCOMO,APN1
Data,Data,9986113286,9847300381,2020-11-01 20:04:00,120,60,Offset Sign2,120,Postpaid,177456000000000,Iran,DOCOMO,APN2
Data,Data,9986113277,9986113277,2020-11-01 19:00:00,1200,600,Offset Sign3,1200,Prepaid,177456000000000,Malaysia,MTS,APN3
Data,Data,9986173287,9845300381,2020-11-01 19:02:00,600,300,Offset Sign4,600,Postpaid,167456000000000,Singapore,Airtel,APN4
Data,Data,9986113288,7734140377,2020-11-01 19:03:00,240,120,Offset Sign5,240,Prepaid,177456000000000,Singapore,DOCOMO,APN5
Data,Data,9986113286,9847300381,2020-11-01 19:04:00,120,60,Offset Sign6,120,Postpaid,177456000000000,Iran,DOCOMO,APN6
Data,Data,9986113277,9986113277,2020-11-01 20:00:00,1200,600,Offset Sign7,1200,Prepaid,177456000000000,Malaysia,MTS,APN7
Data,Data,9986173287,9845300381,2020-11-01 20:02:00,600,300,Offset Sign8,600,Postpaid,167456000000000,Singapore,Airtel,APN8
Data,Data,9986113288,7734140377,2020-11-01 20:03:00,240,120,Offset Sign9,240,Prepaid,177456000000000,Singapore,DOCOMO,APN9
Data,Data,9986113286,9847300381,2020-11-01 20:04:00,120,60,Offset Sign10,120,Postpaid,177456000000000,Iran,DOCOMO,APN10
Data,Data,9986113277,9986113277,2020-11-01 19:00:00,1200,600,Offset Sign1,1200,Prepaid,177456000000000,Malaysia,MTS,APN1
Data,Data,9986173287,9845300381,2020-11-01 19:02:00,600,300,Offset Sign2,600,Postpaid,167456000000000,Singapore,Airtel,APN2
Data,Data,9986113288,7734140377,2020-11-01 19:03:00,240,120,Offset Sign3,240,Prepaid,177456000000000,Singapore,DOCOMO,APN3
Data,Data,9986113286,9847300381,2020-11-01 19:04:00,120,60,Offset Sign4,120,Postpaid,177456000000000,Iran,DOCOMO,APN4
Voice,CF,9986713288,9845300379,2020-11-01 09:00:00,480,480,Offset Sign5,960,Postpaid,167456000000000,India,Airtel,APN5
Voice,MOC,9986713289,9845300371,2020-11-01 09:01:00,560,560,Offset Sign6,1120,Postpaid,167456000000000,India,Airtel,APN6
Voice,MOC,9986713279,9845300372,2020-11-01 09:02:00,360,360,Offset Sign7,720,Postpaid,167456000000000,India,MTS,APN7
Voice,MOC,9986713269,9845300373,2020-11-01 09:03:00,300,300,Offset Sign8,600,Postpaid,167456000000000,India,Airtel,APN8
Voice,CF,9986713269,9845300373,2020-11-01 09:10:00,480,480,Offset Sign9,960,Postpaid,167456000000000,India,Airtel,APN9
Voice,MOC,9986113287,9986713287,2020-11-01 09:15:00,180,180,Offset Sign10,360,Prepaid,167456000000000,Iran,DOCOMO,APN10
Voice,MOC,9986113277,9986113277,2020-11-01 20:00:00,600,600,Offset Sign1,1200,Prepaid,177456000000000,Malaysia,MTS,APN1
Voice,MOC,9986173287,9845300381,2020-11-01 20:02:00,300,300,Offset Sign2,600,Postpaid,167456000000000,Singapore,Airtel,APN2
Voice,MOC,9986113288,7734140377,2020-11-01 20:03:00,120,120,Offset Sign3,240,Prepaid,177456000000000,Singapore,DOCOMO,APN3
Voice,MOC,9986113286,9847300381,2020-11-01 20:04:00,60,60,Offset Sign4,120,Postpaid,177456000000000,Iran,DOCOMO,APN4
Voice,MOC,9986113277,9986113277,2020-11-01 19:00:00,600,600,Offset Sign5,1200,Prepaid,177456000000000,Malaysia,MTS,APN5
Voice,MOC,9986113288,7734140377,2020-11-01 19:03:00,120,120,Offset Sign7,240,Prepaid,177456000000000,Singapore,DOCOMO,APN7
Voice,MOC,9986113286,9847300381,2020-11-01 19:04:00,60,60,Offset Sign8,120,Postpaid,177456000000000,Iran,DOCOMO,APN8
Voice,MOC,9986113287,9845300381,2020-11-01 08:00:00,600,600,Offset Sign9,1200,Prepaid,177456000000000,Iran,DOCOMO,APN9
SMS,MO SMS,9986113277,9986113277,2020-11-01 20:00:00,0,0,Offset Sign10,410,Prepaid,167456000000000,Malaysia,MTS,APN10
SMS,MO SMS,9986173287,9845300381,2020-11-01 20:02:00,0,0,Offset Sign1,435,Postpaid,167456000000000,Singapore,Airtel,APN1
SMS,MO SMS,9986113286,9847300381,2020-11-01 20:04:00,0,0,Offset Sign2,435,Postpaid,167456000000000,Iran,DOCOMO,APN2
SMS,MO SMS,9986113277,9986113277,2020-11-01 19:00:00,0,0,Offset Sign3,100,Prepaid,167456000000000,Malaysia,MTS,APN3
SMS,MO SMS,9986173287,9845300381,2020-11-01 19:02:00,0,0,Offset Sign4,100,Postpaid,167456000000000,Singapore,Airtel,APN4
SMS,MT SMS,9986113288,7734140377,2020-11-01 19:03:00,0,0,Offset Sign5,410,Prepaid,177456000000000,Singapore,DOCOMO,APN5
SMS,MT SMS,9986113286,9847300381,2020-11-01 19:04:00,0,0,Offset Sign6,435,Postpaid,167456000000000,Iran,DOCOMO,APN6
SMS,MT SMS,9986113287,9845300381,2020-11-01 08:00:00,0,0,Offset Sign7,100,Prepaid,177456000000000,Iran,DOCOMO,APN7
SMS,MO SMS,9986113297,9845300382,2020-11-01 08:01:00,0,0,Offset Sign8,300,Postpaid,177456000000000,India,Airtel,APN8
SMS,MO SMS,9986113277,9845300383,2020-11-01 08:02:00,0,0,Offset Sign9,435,Prepaid,177456000000000,Malaysia,MTS,APN9
SMS,MO SMS,9986113257,9845300384,2020-11-01 08:10:00,0,0,Offset Sign10,200,Postpaid,177456000000000,Iran,Airtel,APN10
SMS,MO SMS,9986113777,9845300385,2020-11-01 08:15:00,0,0,Offset Sign1,200,Postpaid,177456000000000,India,Airtel,APN1
SMS,MO SMS,9986213217,9845300385,2020-11-01 08:17:00,0,0,Offset Sign2,435,Prepaid,177456000000000,India,DOCOMO,APN2
Voice,MTC,9986113289,9367853756,2020-11-01 12:08:00,80,0,Offset Sign1,0,Postpaid,177456192345712,Iran,DOCOMO,APN1
Voice,MTC,9986113288,9845300379,2020-11-01 20:03:00,70,0,Offset Sign2,0,Prepaid,177456192345711,Singapore,DOCOMO,APN2
Voice,MTC,9986113777,7734140377,2020-11-01 12:07:00,120,0,Offset Sign3,0,Postpaid,177456192345713,India,Airtel,APN3
Voice,MTC,9986173287,9367873756,2020-11-01 13:05:00,60,0,Offset Sign4,0,Postpaid,177456192345714,Singapore,Airtel,APN4
Voice,MTC,9986113777,9845300379,2020-11-01 03:11:00,38,0,Offset Sign5,0,Postpaid,177456192345713,India,Airtel,APN5
Voice,MTC,9367453766,9369313756,2020-11-01 12:10:00,60,0,Offset Sign1,0,Postpaid,177456192345709,Iran,DOCOMO,APN1
Voice,MTC,9345637669,9845300379,2020-11-01 21:06:00,60,0,Offset Sign2,0,Postpaid,177456192345708,Malaysia,MTS,APN2
Voice,MTC,9986713288,9367873756,2020-11-01 09:11:00,60,0,Offset Sign3,0,Prepaid,177456192345716,India,Airtel,APN3
Voice,MTC,9986713289,7734140377,2020-11-01 20:09:00,38,0,Offset Sign4,0,Postpaid,177456192345717,India,Airtel,APN4
Voice,MTC,9986113288,9767453756,2020-11-01 20:04:00,80,0,Offset Sign5,0,Prepaid,177456192345711,Singapore,DOCOMO,APN5
Voice,MTC,9345637669,9767453756,2020-11-01 03:09:00,80,0,Offset Sign1,0,Postpaid,177456192345708,Malaysia,MTS,APN1
Voice,MTC,9976113279,9367753756,2020-11-01 12:08:00,80,0,Offset Sign2,0,Postpaid,177456192345712,Singapore,DOCOMO,APN2
Voice,MTC,9976113277,9745300371,2020-11-01 22:01:00,38,0,Offset Sign3,0,Prepaid,177456192345710,India,Airtel,APN3
Voice,MTC,9976113277,9745300379,2020-11-01 20:03:00,70,0,Offset Sign4,0,Prepaid,177456192345711,India,Airtel,APN4
Voice,MTC,9976113777,7734140377,2020-11-01 12:07:00,120,0,Offset Sign5,0,Postpaid,177456192345713,Iran,MTS,APN5
Voice,MTC,9976173277,9367773756,2020-11-01 13:05:00,60,0,Offset Sign1,0,Postpaid,177456192345714,India,DOCOMO,APN1
Voice,MTC,9976713277,9745300371,2020-11-01 06:04:00,60,0,Offset Sign2,0,Prepaid,177456192345716,India,MTS,APN2
Voice,MTC,9976113777,9745300379,2020-11-01 03:11:00,38,0,Offset Sign3,0,Postpaid,177456192345713,Iran,MTS,APN3
Voice,MTC,9976113279,9369313756,2020-11-01 08:09:00,120,0,Offset Sign4,0,Postpaid,177456192345712,Singapore,DOCOMO,APN4
Voice,MTC,9976713279,7734140377,2020-11-01 20:09:00,38,0,Offset Sign5,0,Postpaid,177456192345717,India,Airtel,APN5
